latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
-4.85913,12.02428,316.22,1.29,1.13,5/9/2023,109,A,93,6.1NRT,289.53,19.36,N
-4.86077,12.03569,310.07,1.29,1.13,5/9/2023,109,A,79,6.1NRT,289.3,12.36,N
-4.88431,11.91096,302.53,1.27,1.12,5/9/2023,109,A,50,6.1NRT,284.84,5.51,N
-4.9214,11.3881,309.05,1.18,1.08,5/9/2023,109,A,64,6.1NRT,291.97,8,N
-5.37999,11.44501,307.09,1.21,1.09,5/9/2023,109,A,51,6.1NRT,292.91,6.73,N
-6.13872,11.03344,314.71,1.17,1.08,5/9/2023,109,A,86,6.1NRT,294.31,13.06,N
-7.23591,11.28448,312.79,1.24,1.11,5/9/2023,109,A,80,6.1NRT,295.22,11.57,N
-7.2375,11.29562,310.07,1.24,1.11,5/9/2023,109,A,69,6.1NRT,295.16,8.92,N
-7.84448,12.1159,312.27,1.43,1.18,5/9/2023,109,A,78,6.1NRT,294.41,12.76,N
-12.76554,49.53558,311.76,1.19,1.09,5/9/2023,631,T,52,6.1NRT,300.35,6.65,D
-15.84293,47.30204,329.62,1.47,1.2,5/9/2023,631,T,83,6.1NRT,300.43,35.89,D
-15.84518,47.31564,322.78,1.47,1.2,5/9/2023,631,T,76,6.1NRT,299.69,21.98,D
-17.01137,46.14993,315.07,1.69,1.28,5/9/2023,631,T,66,6.1NRT,299.49,14.49,D
-17.02691,45.70858,310.32,1.82,1.32,5/9/2023,631,T,52,6.1NRT,297.41,11.05,D
-17.05656,45.60018,311.61,1.86,1.33,5/9/2023,631,T,57,6.1NRT,296.74,14.84,D
-17.14184,45.88977,317.06,1.76,1.3,5/9/2023,631,T,70,6.1NRT,298.24,21.05,D
-17.15254,45.89869,310.72,1.76,1.3,5/9/2023,631,T,55,6.1NRT,298.35,10.41,D
-18.47946,45.35277,315.23,1.82,1.32,5/9/2023,631,T,70,6.1NRT,295.43,23.26,D
-18.96835,44.83897,309.02,1.94,1.36,5/9/2023,631,T,58,6.1NRT,295.36,11.26,D
-19.19702,45.08989,311.84,1.84,1.33,5/9/2023,631,T,60,6.1NRT,297.21,13.22,D
-19.52056,45.82196,311.94,1.61,1.25,5/9/2023,631,T,63,6.1NRT,296.74,11.36,D
-20.48512,46.26355,307.61,1.45,1.19,5/9/2023,633,T,46,6.1NRT,295.94,6.73,D
-20.76121,46.06173,312.94,1.47,1.2,5/9/2023,633,T,67,6.1NRT,298.19,11.31,D
-20.767,46.06809,314,1.47,1.2,5/9/2023,633,T,68,6.1NRT,298.07,11.28,D
-20.991,44.64099,315.97,1.83,1.32,5/9/2023,633,T,69,6.1NRT,297.75,19.76,D
-20.98559,44.63615,313.8,1.83,1.32,5/9/2023,633,T,65,6.1NRT,297.97,15.97,D
-21.93197,44.73536,310.02,1.73,1.29,5/9/2023,633,T,56,6.1NRT,296.73,9.56,D
-22.35376,44.77153,309.67,1.68,1.28,5/9/2023,633,T,58,6.1NRT,297,9.22,D
-22.99144,44.06404,311.43,1.83,1.33,5/9/2023,633,T,61,6.1NRT,297.78,12.2,D
-4.14234,24.90979,322.36,1.58,1.24,5/9/2023,807,T,79,6.1NRT,295.07,25.32,D
-4.14444,24.92364,315.23,1.57,1.24,5/9/2023,807,T,63,6.1NRT,294.18,13.05,D
-4.27676,25.1886,316.85,1.5,1.21,5/9/2023,807,T,73,6.1NRT,292.62,17.04,D
-4.28746,25.18706,311.74,1.5,1.21,5/9/2023,807,T,59,6.1NRT,293.24,9.4,D
-4.57548,25.80861,307.13,1.34,1.15,5/9/2023,807,T,53,6.1NRT,279.53,8.41,D
-4.57726,25.82055,312.8,1.34,1.15,5/9/2023,807,T,68,6.1NRT,278.92,15.19,D
-4.93411,27.41332,314.42,1.09,1.04,5/9/2023,807,T,70,6.1NRT,294.58,9.38,D
-5.31014,26.83399,319.57,1.15,1.07,5/9/2023,807,T,75,6.1NRT,296.74,14.06,D
-5.31593,26.83698,319.9,1.15,1.07,5/9/2023,807,T,75,6.1NRT,296.89,14.72,D
-5.26526,26.04043,309.3,1.27,1.12,5/9/2023,807,T,54,6.1NRT,290.43,5.63,D
-5.46959,26.86064,313.25,1.14,1.06,5/9/2023,807,T,64,6.1NRT,296.28,8,D
-5.58898,27.29769,321.56,1.09,1.04,5/9/2023,807,T,76,6.1NRT,297.37,15.86,D
-5.59043,27.30732,311.47,1.09,1.04,5/9/2023,807,T,58,6.1NRT,296.9,6.19,D
-5.55799,26.14894,315.48,1.24,1.11,5/9/2023,807,T,69,6.1NRT,296.44,11.57,D
-5.55962,26.15992,321.97,1.24,1.11,5/9/2023,807,T,77,6.1NRT,296.12,19.76,D
-5.9714,28.06822,312.31,1.02,1.01,5/9/2023,807,T,63,6.1NRT,297.06,5.59,D
-6.10744,27.93102,312.94,1.03,1.01,5/9/2023,807,T,64,6.1NRT,295.84,6.88,D
-6.32952,28.37363,312.64,1.01,1,5/9/2023,807,T,64,6.1NRT,297.34,6.68,D
-6.33083,28.38255,309.88,1.01,1,5/9/2023,807,T,57,6.1NRT,296.54,4.53,D
-6.39146,28.16681,309.85,1.01,1.01,5/9/2023,807,T,57,6.1NRT,295.98,4.96,D
-6.26202,25.58521,327.27,1.31,1.14,5/9/2023,807,T,81,6.1NRT,294.56,31.29,D
-6.08995,24.39583,311.07,1.6,1.25,5/9/2023,807,T,58,6.1NRT,297.14,8.86,D
-7.15267,29.021,307.93,1,1,5/9/2023,809,T,54,6.1NRT,295.74,4.33,D
-7.10065,23.71351,306.84,1.73,1.29,5/9/2023,809,T,53,6.1NRT,291.24,7.65,D
-7.35993,24.58072,314.58,1.48,1.2,5/9/2023,809,T,70,6.1NRT,293.79,14.9,D
-7.3638,24.57355,309.75,1.48,1.2,5/9/2023,809,T,54,6.1NRT,293.21,7.92,D
-7.22516,23.4087,314.65,1.82,1.32,5/9/2023,809,T,71,6.1NRT,295.9,18.62,D
-7.22767,23.4246,311.97,1.81,1.32,5/9/2023,809,T,66,6.1NRT,295.49,13.72,D
-7.45743,24.7583,319.24,1.43,1.18,5/9/2023,809,T,75,6.1NRT,298.64,19.08,D
-7.46791,24.75674,312.37,1.43,1.18,5/9/2023,809,T,32,6.1NRT,295.55,8.69,D
-7.55933,24.06405,312,1.6,1.25,5/9/2023,809,T,61,6.1NRT,299.43,9.67,D
-7.89519,25.14236,322.88,1.33,1.14,5/9/2023,809,T,78,6.1NRT,298.23,22.7,D
-7.89697,25.15413,327.48,1.33,1.14,5/9/2023,809,T,82,6.1NRT,297.73,30.62,D
-7.9372,23.90771,319.54,1.62,1.25,5/9/2023,809,T,76,6.1NRT,295.31,25.99,D
-7.93946,23.92205,311.11,1.62,1.25,5/9/2023,809,T,60,6.1NRT,295.44,11.51,D
-8.43937,27.17119,334.31,1.04,1.02,5/9/2023,809,T,87,6.1NRT,300.79,31.86,D
-8.44075,27.18044,309.59,1.04,1.02,5/9/2023,809,T,40,6.1NRT,298.52,4.44,D
-7.94831,23.90619,326.82,1.62,1.25,5/9/2023,809,T,82,6.1NRT,296.53,40.48,D
-8.00583,23.91139,312.24,1.62,1.25,5/9/2023,809,T,61,6.1NRT,295.3,12.43,D
-8.00618,23.90471,314.26,1.62,1.25,5/9/2023,809,T,69,6.1NRT,296.58,17.12,D
-8.23196,24.33038,312.66,1.49,1.21,5/9/2023,809,T,66,6.1NRT,298.3,10.79,D
-8.85891,27.26388,310.38,1.03,1.02,5/9/2023,809,T,49,6.1NRT,298.89,5.63,D
-8.42536,24.24712,309.17,1.5,1.21,5/9/2023,809,T,59,6.1NRT,296.33,8.65,D
-8.9228,27.13527,310.89,1.04,1.02,5/9/2023,809,T,58,6.1NRT,292.23,6.37,D
-8.92419,27.14458,346.99,1.04,1.02,5/9/2023,809,T,94,6.1NRT,293.75,55.18,D
-8.92556,27.15382,396.09,1.04,1.02,5/9/2023,809,T,100,6.1NRT,306.47,238.58,D
-8.92693,27.16304,339.36,1.04,1.02,5/9/2023,809,T,91,6.1NRT,298.97,38.91,D
-8.9332,27.14325,311.32,1.04,1.02,5/9/2023,809,T,54,6.1NRT,289.94,6.54,D
-8.93456,27.15248,421.11,1.04,1.02,5/9/2023,809,T,100,6.1NRT,311.99,422.56,D
-8.93593,27.16168,393.4,1.04,1.02,5/9/2023,809,T,100,6.1NRT,305.84,222.17,D
-8.9373,27.17091,312.29,1.04,1.02,5/9/2023,809,T,57,6.1NRT,296.87,5.3,D
-8.93866,27.18015,311.42,1.04,1.02,5/9/2023,809,T,37,6.1NRT,296.93,4.42,D
-8.94357,27.15112,355.76,1.04,1.02,5/9/2023,809,T,98,6.1NRT,297.87,74.18,D
-8.94493,27.16033,331.95,1.04,1.02,5/9/2023,809,T,86,6.1NRT,297.14,26.95,D
-8.67079,25.1237,311.03,1.3,1.13,5/9/2023,809,T,62,6.1NRT,298.31,7.42,D
-8.78384,24.99262,314.67,1.32,1.14,5/9/2023,809,T,69,6.1NRT,299.61,9.93,D
-8.78563,25.00434,314.56,1.32,1.14,5/9/2023,809,T,70,6.1NRT,298.28,10.47,D
-9.06918,23.34568,307.11,1.71,1.28,5/9/2023,809,T,53,6.1NRT,292.51,9.3,D
-9.77953,27.25166,308.96,1.02,1.01,5/9/2023,809,T,61,6.1NRT,295.57,6.01,D
-9.57224,22.83229,310.48,1.83,1.32,5/9/2023,809,T,61,6.1NRT,297.33,14.08,D
-10.34,25.58147,311.34,1.17,1.08,5/9/2023,809,T,59,6.1NRT,299.18,7.36,D
-10.3416,25.59193,316.55,1.17,1.07,5/9/2023,809,T,73,6.1NRT,297.67,12.57,D
-10.44628,25.98542,306.86,1.11,1.05,5/9/2023,809,T,52,6.1NRT,295.89,5.2,D
-10.77807,26.70808,320.43,1.04,1.02,5/9/2023,809,T,77,6.1NRT,297.6,14.78,D
-10.77947,26.71741,319.15,1.04,1.02,5/9/2023,809,T,76,6.1NRT,297.89,12.96,D
-10.30757,23.3836,311.92,1.62,1.25,5/9/2023,809,T,66,6.1NRT,298.71,12.67,D
-10.82852,25.69541,315.57,1.14,1.06,5/9/2023,809,T,72,6.1NRT,299.6,11.21,D
-10.51685,20.92792,315.75,2.48,1.52,5/9/2023,809,T,25,6.1NRT,299.59,34.12,D
-10.53024,20.92565,322.02,2.48,1.52,5/9/2023,809,T,79,6.1NRT,296.45,57.32,D
-12.13806,30.96168,312.74,1.31,1.13,5/9/2023,809,T,68,6.1NRT,297.7,12.34,D
-12.11707,29.20869,309.82,1.07,1.03,5/9/2023,809,T,64,6.1NRT,296.38,7.52,D
-11.37243,24.11511,308.73,1.38,1.16,5/9/2023,809,T,51,6.1NRT,298.28,6.63,D
-11.55942,24.85163,309.56,1.24,1.1,5/9/2023,809,T,53,6.1NRT,299.07,6.57,D
-11.3912,23.65796,308.78,1.48,1.2,5/9/2023,809,T,59,6.1NRT,297.34,10.27,D
-12.07854,26.39886,326.18,1.04,1.02,5/9/2023,809,T,83,6.1NRT,299.98,21.24,D
-11.4424,21.19087,308.79,2.27,1.46,5/9/2023,809,T,62,6.1NRT,297.08,14.66,D
-11.4457,21.21113,308.03,2.26,1.46,5/9/2023,809,T,58,6.1NRT,296.84,12.99,D
-12.84805,28.50934,305.8,1.03,1.01,5/9/2023,809,T,39,6.1NRT,295.55,3.32,D
-13.0223,27.29301,324.03,1,1,5/9/2023,809,T,81,6.1NRT,298.81,18.46,D
-32.73305,25.85068,312.76,1.19,1.09,5/9/2023,816,T,70,6.1NRT,294.87,12.8,D
-31.94605,18.9732,305.34,1.32,1.14,5/9/2023,816,T,46,6.1NRT,294.26,5.5,D
-33.19204,27.39438,304.64,1.46,1.19,5/9/2023,816,T,50,6.1NRT,294.23,7.53,D
-32.40325,18.70881,314.52,1.34,1.15,5/9/2023,816,T,73,6.1NRT,296.87,15.36,D
-33.77181,22.84961,304.37,1,1,5/9/2023,816,T,59,6.1NRT,293.52,4.73,D
-33.75721,18.49106,312.59,1.3,1.13,5/9/2023,816,T,73,6.1NRT,291.11,16.19,D
-33.75967,18.50483,310.76,1.3,1.13,5/9/2023,816,T,70,6.1NRT,290.74,14.14,D
-12.51591,19.53756,308.25,2.91,1.63,5/9/2023,809,T,59,6.1NRT,296.09,28.51,D
-14.12174,27.68589,318.81,1.01,1,5/9/2023,809,T,75,6.1NRT,301.12,11.92,D
-14.22328,27.88642,328.29,1.01,1.01,5/9/2023,809,T,83,6.1NRT,300.41,22.49,D
-14.2246,27.89563,322.1,1.01,1.01,5/9/2023,809,T,78,6.1NRT,300.17,15.44,D
-14.30071,28.03898,340.76,1.02,1.01,5/9/2023,809,T,91,6.1NRT,303.49,38.59,D
-14.2729,27.45541,316.98,1,1,5/9/2023,809,T,47,6.1NRT,305.04,8.89,D
-14.27421,27.46452,320.17,1,1,5/9/2023,809,T,68,6.1NRT,303.39,11.22,D
-14.30842,27.45014,316.64,1,1,5/9/2023,809,T,56,6.1NRT,301.86,8.13,D
-14.30974,27.45925,325.99,1,1,5/9/2023,809,T,82,6.1NRT,303.61,17.56,D
-14.29715,27.24729,314.52,1,1,5/9/2023,809,T,46,6.1NRT,301.03,7.54,D
-14.05595,25.07867,311.5,1.12,1.06,5/9/2023,809,T,65,6.1NRT,297.91,7.76,D
-14.29537,25.43761,313.62,1.08,1.04,5/9/2023,809,T,68,6.1NRT,298.58,9.03,D
-14.80494,27.95647,313.89,1.02,1.01,5/9/2023,809,T,65,6.1NRT,299.63,7.49,D
-14.98925,28.22038,310.93,1.04,1.02,5/9/2023,809,T,39,6.1NRT,299.83,6.13,D
-14.86863,24.77567,313.77,1.14,1.06,5/9/2023,809,T,65,6.1NRT,299.57,8.96,D
-15.02954,25.71671,331.73,1.04,1.02,5/9/2023,809,T,85,6.1NRT,303.67,25.42,D
-15.05341,25.75189,322.85,1.04,1.02,5/9/2023,809,T,72,6.1NRT,302.36,14.42,D
-15.06532,25.76946,325.32,1.04,1.02,5/9/2023,809,T,67,6.1NRT,303.37,15.91,D
-15.06676,25.77895,328.13,1.04,1.02,5/9/2023,809,T,78,6.1NRT,301.5,20.65,D
-15.09812,25.80311,318.62,1.04,1.02,5/9/2023,809,T,61,6.1NRT,300.89,10.77,D
-15.47971,27.97676,311.55,1.03,1.01,5/9/2023,809,T,57,6.1NRT,300.37,5.59,D
-15.50158,27.73817,312.74,1.02,1.01,5/9/2023,809,T,65,6.1NRT,300.75,5.52,D
-14.35228,20.20056,308.19,2.38,1.49,5/9/2023,809,T,51,6.1NRT,296.69,17.07,D
-14.36539,20.198,308.45,2.38,1.49,5/9/2023,809,T,51,6.1NRT,297.84,17.46,D
-15.38241,26.03765,312.19,1.02,1.01,5/9/2023,809,T,33,6.1NRT,299.01,5.54,D
-15.38857,26.01756,319.91,1.02,1.01,5/9/2023,809,T,75,6.1NRT,299.38,12.13,D
-15.51308,26.54081,309.2,1,1,5/9/2023,809,T,46,6.1NRT,298.31,3.9,D
-15.86368,29.03984,327.08,1.13,1.06,5/9/2023,809,T,82,6.1NRT,300.35,24.2,D
-15.59631,26.61246,318.18,1,1,5/9/2023,809,T,69,6.1NRT,304.81,8.77,D
-15.50076,25.65984,324.32,1.04,1.02,5/9/2023,809,T,74,6.1NRT,300.18,16.26,D
-15.5022,25.66934,335.09,1.04,1.02,5/9/2023,809,T,88,6.1NRT,301.33,31.24,D
-15.51123,25.66792,359.1,1.04,1.02,5/9/2023,809,T,99,6.1NRT,303.85,80.17,D
-15.51267,25.67742,354.31,1.04,1.02,5/9/2023,809,T,97,6.1NRT,302.62,67.09,D
-15.51411,25.68691,350.7,1.04,1.02,5/9/2023,809,T,96,6.1NRT,303.41,59.92,D
-15.59066,26.13558,312.36,1.01,1.01,5/9/2023,809,T,64,6.1NRT,299.53,6.13,D
-15.60993,26.26518,314.11,1.01,1,5/9/2023,809,T,50,6.1NRT,299.15,6.47,D
-15.59959,26.13419,330.09,1.01,1.01,5/9/2023,809,T,85,6.1NRT,299.55,24.24,D
-15.60097,26.14346,311.96,1.01,1.01,5/9/2023,809,T,63,6.1NRT,298.86,5.46,D
-15.61885,26.2638,318.51,1.01,1,5/9/2023,809,T,72,6.1NRT,299.45,9.97,D
-15.91032,27.70068,312.05,1.02,1.01,5/9/2023,809,T,52,6.1NRT,297.3,7.45,D
-16.21361,29.16309,317.15,1.16,1.07,5/9/2023,809,T,71,6.1NRT,300.67,11.42,D
-16.21501,29.17344,314.41,1.16,1.07,5/9/2023,809,T,61,6.1NRT,298.5,8.8,D
-16.22591,29.18232,312.8,1.16,1.07,5/9/2023,809,T,29,6.1NRT,297.45,7.57,D
-15.77959,25.48939,327.1,1.05,1.02,5/9/2023,809,T,82,6.1NRT,298.86,20.32,D
-15.78104,25.49897,362.14,1.05,1.02,5/9/2023,809,T,100,6.1NRT,303.61,92.45,D
-15.78249,25.50854,315.77,1.05,1.02,5/9/2023,809,T,38,6.1NRT,298.75,8.65,D
-15.16596,21.57435,311.93,1.8,1.32,5/9/2023,809,T,63,6.1NRT,298.79,13.08,D
-16.20221,25.47893,313.56,1.04,1.02,5/9/2023,809,T,62,6.1NRT,296.79,8.81,D
-16.20366,25.48847,311.96,1.04,1.02,5/9/2023,809,T,49,6.1NRT,297.31,7.01,D
-16.38872,25.85923,313.41,1.02,1.01,5/9/2023,809,T,38,6.1NRT,300.95,4.89,D
-16.3421,25.18701,330.74,1.06,1.03,5/9/2023,809,T,84,6.1NRT,300.4,25.32,D
-17.3677,31.46081,319.81,1.67,1.27,5/9/2023,809,T,76,6.1NRT,299.55,27.05,D
-17.36644,31.45435,310.88,1.67,1.27,5/9/2023,809,T,63,6.1NRT,299.48,13.17,D
-17.36824,31.46981,315.81,1.67,1.27,5/9/2023,809,T,72,6.1NRT,298.33,21.79,D
-16.26171,23.06147,320.48,1.36,1.15,5/9/2023,809,T,61,6.1NRT,300.29,15.74,D
-16.25863,23.05597,317.24,1.36,1.15,5/9/2023,809,T,50,6.1NRT,301.11,11.78,D
-16.26069,23.0684,315.23,1.36,1.15,5/9/2023,809,T,37,6.1NRT,300.18,9.34,D
-17.27735,29.96304,345.24,1.32,1.14,5/9/2023,809,T,93,6.1NRT,302.02,71.17,D
-17.27888,29.9753,353.42,1.32,1.14,5/9/2023,809,T,97,6.1NRT,301.73,96.75,D
-16.35863,23.4126,312.84,1.29,1.13,5/9/2023,809,T,56,6.1NRT,299.13,8.48,D
-16.78792,25.62987,312.4,1.03,1.01,5/9/2023,809,T,55,6.1NRT,298.99,6.65,D
-16.39432,22.30318,317.53,1.52,1.22,5/9/2023,809,T,68,6.1NRT,303.4,13.17,D
-16.34258,21.85185,313.1,1.64,1.26,5/9/2023,809,T,58,6.1NRT,300.26,10.79,D
-16.34458,21.86007,312.81,1.63,1.26,5/9/2023,809,T,56,6.1NRT,300.17,11.58,D
-16.83433,23.74776,327.99,1.21,1.1,5/9/2023,809,T,81,6.1NRT,301.87,23.19,D
-16.84404,23.74614,317.71,1.21,1.1,5/9/2023,809,T,64,6.1NRT,302.11,9.07,D
-17.18479,25.14362,321.78,1.05,1.02,5/9/2023,811,T,74,6.1NRT,305.07,12.36,D
-17.18626,25.1533,326.74,1.05,1.02,5/9/2023,811,T,79,6.1NRT,302.61,17.9,D
-17.19386,25.14215,316.06,1.05,1.02,5/9/2023,811,T,39,6.1NRT,303.19,6.34,D
-17.19534,25.15182,316.71,1.05,1.02,5/9/2023,811,T,36,6.1NRT,302.11,6.59,D
-17.02952,23.95729,313.1,1.18,1.08,5/9/2023,811,T,54,6.1NRT,300.77,6.04,D
-17.12469,24.10012,315.77,1.16,1.07,5/9/2023,811,T,58,6.1NRT,303.16,7.53,D
-17.13418,24.09851,316.06,1.16,1.07,5/9/2023,811,T,59,6.1NRT,302.05,8.13,D
-17.15428,24.01214,324.79,1.17,1.07,5/9/2023,811,T,67,6.1NRT,302.13,17.68,D
-17.22637,24.2823,318.28,1.13,1.06,5/9/2023,811,T,68,6.1NRT,302.42,11.7,D
-17.22801,24.29271,349.42,1.13,1.06,5/9/2023,811,T,95,6.1NRT,303.67,65.68,D
-17.22965,24.30311,312.53,1.13,1.06,5/9/2023,811,T,36,6.1NRT,300.99,5.55,D
-16.7717,20.98889,320.12,1.86,1.33,5/9/2023,811,T,73,6.1NRT,301.11,26.5,D
-17.51073,24.0209,319.03,1.15,1.07,5/9/2023,811,T,66,6.1NRT,304.67,9.49,D
-17.52187,24.02994,318.86,1.15,1.07,5/9/2023,811,T,70,6.1NRT,304.51,8.73,D
-17.50623,23.53158,337.31,1.22,1.1,5/9/2023,811,T,88,6.1NRT,306.27,39.53,D
-17.50803,23.54286,322.94,1.22,1.1,5/9/2023,811,T,45,6.1NRT,304.17,14.57,D
-17.51597,23.5299,327.07,1.22,1.1,5/9/2023,811,T,62,6.1NRT,305.16,21.5,D
-17.52571,23.52823,325.66,1.22,1.1,5/9/2023,811,T,64,6.1NRT,301.42,20.67,D
-18.37077,26.48234,316.65,1,1,5/9/2023,811,T,63,6.1NRT,302.61,7.5,D
-18.89774,29.80308,309.77,1.35,1.15,5/9/2023,811,T,27,6.1NRT,298.69,6.43,D
-19.11803,22.77094,329.15,1.28,1.12,5/9/2023,811,T,74,6.1NRT,307.96,26.71,D
-19.44215,22.99575,339.51,1.23,1.1,5/9/2023,811,T,89,6.1NRT,307.97,43.14,D
-19.44401,23.00724,337.31,1.23,1.1,5/9/2023,811,T,87,6.1NRT,303.38,40.13,D
-19.45193,22.99401,360.32,1.23,1.1,5/9/2023,811,T,100,6.1NRT,305.67,103.85,D
-19.45378,23.0055,329.95,1.23,1.1,5/9/2023,811,T,81,6.1NRT,302.32,26.19,D
-19.45427,22.9461,322.2,1.24,1.11,5/9/2023,811,T,44,6.1NRT,307.64,10.55,D
-19.97731,26.06123,325.08,1,1,5/9/2023,811,T,66,6.1NRT,302.54,13.68,D
-19.97867,26.07063,322.54,1,1,5/9/2023,811,T,20,6.1NRT,303.21,9.85,D
-20.0046,26.12424,329.67,1,1,5/9/2023,811,T,82,6.1NRT,303.32,19.12,D
-20.01213,26.11343,327.24,1,1,5/9/2023,811,T,77,6.1NRT,304.61,16,D
-20.01349,26.12284,351.58,1,1,5/9/2023,811,T,96,6.1NRT,302.94,57.32,D
-20.60785,27.6786,311.17,1.09,1.04,5/9/2023,811,T,59,6.1NRT,296.91,6.31,D
-19.75787,20.2801,323.08,1.83,1.33,5/9/2023,811,T,77,6.1NRT,298.4,38.01,D
-19.76084,20.29716,312.36,1.83,1.32,5/9/2023,811,T,57,6.1NRT,298.22,14.01,D
-19.75231,20.27433,313.04,1.83,1.33,5/9/2023,811,T,26,6.1NRT,297.78,13.4,D
-19.7554,20.29136,321.83,1.83,1.32,5/9/2023,811,T,75,6.1NRT,298.11,32.04,D
-23.25256,27.69042,312.76,1.16,1.07,5/9/2023,811,T,67,6.1NRT,297.92,7.78,D
-23.50654,22.99101,315.69,1.1,1.05,5/9/2023,811,T,57,6.1NRT,298.09,9.03,D
-23.52176,22.96638,310.33,1.1,1.05,5/9/2023,811,T,45,6.1NRT,298.24,5.23,D
-23.72527,22.86568,338.44,1.11,1.05,5/9/2023,811,T,90,6.1NRT,299.67,42.24,D
-23.72699,22.87636,321.34,1.11,1.05,5/9/2023,811,T,76,6.1NRT,298.38,16.7,D
-24.82061,30.12058,303.24,1.7,1.28,5/9/2023,811,T,55,6.1NRT,292,8.36,D
-25.6641,27.844,301.77,1.25,1.11,5/9/2023,813,T,49,6.1NRT,290.44,5.14,D
-25.61579,27.22329,306.97,1.16,1.07,5/9/2023,813,T,53,6.1NRT,291.8,6.74,D
-25.85394,29.17362,303.11,1.51,1.21,5/9/2023,813,T,55,6.1NRT,288.9,7.71,D
-25.62537,27.22183,312.59,1.16,1.07,5/9/2023,813,T,73,6.1NRT,291.86,11.79,D
-25.71064,27.40275,304.99,1.19,1.09,5/9/2023,813,T,60,6.1NRT,292.07,6.63,D
-26.06804,29.23316,301.27,1.54,1.22,5/9/2023,813,T,46,6.1NRT,288.14,8.12,D
-26.40406,27.65936,315.85,1.25,1.11,5/9/2023,813,T,76,6.1NRT,289.66,17.74,D
-26.41243,27.64562,326.99,1.25,1.11,5/9/2023,813,T,85,6.1NRT,289.96,32.21,D
-26.41545,27.66381,324.22,1.25,1.11,5/9/2023,813,T,83,6.1NRT,289.24,29.38,D
-29.21779,29.84604,300.9,1.86,1.33,5/9/2023,813,T,43,6.1NRT,287.72,10.43,D
-29.21976,29.86529,303.96,1.87,1.34,5/9/2023,813,T,58,6.1NRT,285.42,14.03,D
-29.21311,29.85935,309.48,1.87,1.34,5/9/2023,813,T,69,6.1NRT,286.91,23.19,D
-28.99956,23.8005,303.09,1,1,5/9/2023,813,T,50,6.1NRT,292.41,3.61,D
-30.20772,18.00776,309.51,1.62,1.25,5/9/2023,813,T,59,6.1NRT,294.76,12.94,D
-4.86343,12.01821,311.19,2.76,1.59,5/9/2023,947,T,45,6.1NRT,290.63,24.94,D
-4.87106,12.0365,312.41,2.78,1.59,5/9/2023,947,T,42,6.1NRT,289.6,28.81,D
-15.67327,47.22636,312.83,4.17,1.89,5/9/2023,1006,A,67,6.1NRT,295.45,40.55,D
-14.99175,47.66344,315.13,3.78,1.82,5/9/2023,1009,A,70,6.1NRT,299.25,36.49,D
-19.05816,34.40831,312.4,1.02,1.01,5/9/2023,1145,A,65,6.1NRT,299.11,6.35,D
-20.00118,26.05337,380.29,2.57,1.54,5/9/2023,1145,A,100,6.1NRT,291.23,572.47,D
-20.00375,26.02887,370.7,2.58,1.54,5/9/2023,1145,A,100,6.1NRT,297.66,434.47,D
-19.98734,26.05178,325.15,2.57,1.54,5/9/2023,1145,A,42,6.1NRT,285.97,53.04,D
-19.9547,26.09726,325.59,2.55,1.54,5/9/2023,1145,A,75,6.1NRT,297.51,58.15,D
-19.95716,26.07298,351.44,2.56,1.54,5/9/2023,1145,A,72,6.1NRT,296.78,227.05,D
-19.96192,26.09097,331.94,2.55,1.54,5/9/2023,1145,A,74,6.1NRT,299.79,82.82,D
-19.96457,26.06671,328.58,2.56,1.54,5/9/2023,1145,A,0,6.1NRT,289.84,72.21,D
-18.86671,32.5551,311.17,1.02,1.01,5/9/2023,1145,A,57,6.1NRT,299.06,5.93,D
-18.47674,34.35254,312.43,1.03,1.01,5/9/2023,1145,A,55,6.1NRT,300.04,6.32,D
-18.70013,30.24547,317.64,1.25,1.11,5/9/2023,1145,A,64,6.1NRT,304.67,9.13,D
-18.40601,32.22741,311.42,1.03,1.01,5/9/2023,1145,A,57,6.1NRT,298.24,5.2,D
-18.57258,30.05206,316.52,1.28,1.12,5/9/2023,1145,A,53,6.1NRT,304.75,7.55,D
-18.57409,30.03998,317.36,1.28,1.12,5/9/2023,1145,A,59,6.1NRT,304.09,8.79,D
-18.57344,30.04562,322.92,1.28,1.12,5/9/2023,1145,A,73,6.1NRT,304.65,16.57,D
-18.3287,31.51821,336.13,1.08,1.04,5/9/2023,1145,A,76,6.1NRT,301.84,35.25,D
-18.50665,29.9249,322.08,1.3,1.13,5/9/2023,1145,A,72,6.1NRT,303.56,19.01,D
-18.50818,29.91264,316.39,1.3,1.13,5/9/2023,1145,A,60,6.1NRT,302.02,11.46,D
-18.0637,32.83493,308.14,1,1,5/9/2023,1145,A,26,6.1NRT,296.95,4.77,D
-18.32883,30.204,312.88,1.25,1.11,5/9/2023,1145,A,43,6.1NRT,302.13,5.8,D
-17.86627,31.33631,316.15,1.09,1.04,5/9/2023,1145,A,60,6.1NRT,301.85,8.82,D
-17.87658,30.63311,345.74,1.17,1.08,5/9/2023,1145,A,93,6.1NRT,304.68,58.02,D
-17.87801,30.62217,317.46,1.17,1.08,5/9/2023,1145,A,58,6.1NRT,300.91,10.3,D
