latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
-9.16696,19.88866,325.21,1.02,1.01,5/10/2023,1229,A,78,6.1NRT,303.35,15.38,D
-9.2202,19.51031,311.64,1.04,1.02,5/10/2023,1229,A,34,6.1NRT,301.41,3.68,D
-9.4098,18.13119,314.89,1.19,1.09,5/10/2023,1229,A,50,6.1NRT,301.23,8.68,D
-9.41125,18.12048,313.53,1.19,1.09,5/10/2023,1229,A,36,6.1NRT,301.66,7.18,D
-9.44792,17.8479,313.37,1.24,1.1,5/10/2023,1229,A,56,6.1NRT,302.46,6.7,D
-9.52982,17.23204,315.27,1.35,1.15,5/10/2023,1229,A,49,6.1NRT,303.2,11.72,D
-9.40723,18.12434,319.32,1.19,1.09,5/10/2023,1229,A,71,6.1NRT,301.75,13.49,D
-9.4469,17.84129,314.27,1.24,1.1,5/10/2023,1229,A,58,6.1NRT,302.77,7.61,D
-9.38564,18.2081,320.54,1.18,1.08,5/10/2023,1229,A,73,6.1NRT,302.92,15.04,D
-9.38712,18.19751,316.33,1.18,1.08,5/10/2023,1229,A,66,6.1NRT,303.38,10.25,D
-9.50581,17.34449,315.78,1.33,1.14,5/10/2023,1229,A,65,6.1NRT,304.88,9.94,D
-9.52073,17.23649,316.47,1.35,1.15,5/10/2023,1229,A,63,6.1NRT,302.97,11.48,D
-8.95436,21.16693,335.34,1.01,1,5/10/2023,1229,A,49,6.1NRT,306.34,25.07,D
-8.45855,24.41831,311.37,1.42,1.18,5/10/2023,1229,A,58,6.1NRT,286.93,13.5,D
-8.94541,21.16559,351.59,1.01,1,5/10/2023,1229,A,83,6.1NRT,307.71,53.24,D
-9.35904,18.25806,312.16,1.17,1.08,5/10/2023,1229,A,51,6.1NRT,302.05,5.45,D
-9.54388,16.91265,313.01,1.42,1.18,5/10/2023,1229,A,58,6.1NRT,301.69,10.18,D
-8.51433,23.98647,315.76,1.33,1.14,5/10/2023,1229,A,69,6.1NRT,295.55,15.6,D
-8.92592,21.23657,360.89,1.01,1,5/10/2023,1229,A,100,6.1NRT,312.09,76.7,D
-8.92724,21.22753,376.3,1.01,1,5/10/2023,1229,A,100,6.1NRT,311.03,126.22,D
-9.00823,20.66969,316.08,1,1,5/10/2023,1229,A,59,6.1NRT,304.81,6.17,D
-9.3407,18.31973,315.73,1.16,1.07,5/10/2023,1229,A,64,6.1NRT,303.19,9.08,D
-9.34217,18.30915,315.75,1.16,1.07,5/10/2023,1229,A,64,6.1NRT,302.86,9.03,D
-9.53336,16.91125,338.25,1.42,1.18,5/10/2023,1229,A,89,6.1NRT,302.39,57.83,D
-9.54899,16.79541,318.41,1.45,1.19,5/10/2023,1229,A,70,6.1NRT,302.55,18,D
-8.91697,21.23522,357.82,1.01,1,5/10/2023,1229,A,99,6.1NRT,306.15,70.29,D
-8.91829,21.22617,352.21,1.01,1,5/10/2023,1229,A,96,6.1NRT,307.07,56.17,D
-8.93541,21.10881,312.24,1.01,1,5/10/2023,1229,A,49,6.1NRT,301.21,5.01,D
-9.34709,18.20263,315,1.18,1.08,5/10/2023,1229,A,63,6.1NRT,302.86,7.51,D
-9.1867,19.28812,333.52,1.05,1.03,5/10/2023,1229,A,85,6.1NRT,305.58,27.05,D
-9.18803,19.27866,322.16,1.06,1.03,5/10/2023,1229,A,74,6.1NRT,303.96,12.21,D
-9.43034,17.44263,314.19,1.31,1.13,5/10/2023,1229,A,62,6.1NRT,303.54,6.96,D
-9.43191,17.4309,321.57,1.31,1.13,5/10/2023,1229,A,75,6.1NRT,303.63,16.92,D
-9.512,16.83005,315.25,1.44,1.19,5/10/2023,1229,A,58,6.1NRT,301.9,10.22,D
-9.5137,16.81723,316.1,1.44,1.19,5/10/2023,1229,A,66,6.1NRT,301.84,12.1,D
-9.58874,16.2465,312.69,1.58,1.24,5/10/2023,1229,A,56,6.1NRT,301.34,10.01,D
-9.69807,15.40137,311.74,1.84,1.33,5/10/2023,1229,A,53,6.1NRT,301.45,12.77,D
-9.21791,18.92944,316.65,1.09,1.04,5/10/2023,1229,A,65,6.1NRT,303.62,9.55,D
-8.48562,23.83695,353.25,1.3,1.13,5/10/2023,1229,A,97,6.1NRT,295.2,94.26,D
-9.4841,16.87877,320.13,1.42,1.18,5/10/2023,1229,A,56,6.1NRT,303.83,16.37,D
-9.5045,16.72266,319.47,1.46,1.19,5/10/2023,1229,A,71,6.1NRT,302.91,18.75,D
-8.48626,23.84331,349.93,1.31,1.13,5/10/2023,1229,A,95,6.1NRT,293.12,85.03,D
-8.48801,23.83166,324.93,1.3,1.13,5/10/2023,1229,A,80,6.1NRT,295.21,26.05,D
-9.30347,18.21235,316.09,1.17,1.08,5/10/2023,1229,A,42,6.1NRT,305.13,7.43,D
-9.31091,18.15939,314.17,1.18,1.08,5/10/2023,1229,A,58,6.1NRT,303.44,7.51,D
-9.17068,19.0852,320.34,1.07,1.03,5/10/2023,1229,A,72,6.1NRT,305.02,12.72,D
-9.17205,19.07553,325.47,1.07,1.03,5/10/2023,1229,A,78,6.1NRT,305.05,18.52,D
-9.42528,17.26665,320.03,1.34,1.15,5/10/2023,1229,A,72,6.1NRT,304.22,15.27,D
-9.47782,16.88534,315.18,1.42,1.18,5/10/2023,1229,A,52,6.1NRT,302.35,10.99,D
-8.27734,25.00047,317.26,1.58,1.24,5/10/2023,1229,A,68,6.1NRT,295.97,19.93,D
-8.27952,24.98646,318.61,1.57,1.24,5/10/2023,1229,A,76,6.1NRT,293.91,21.98,D
-9.27752,18.18714,326.26,1.18,1.08,5/10/2023,1229,A,79,6.1NRT,305.32,21.54,D
-9.47432,16.67284,311.26,1.47,1.2,5/10/2023,1229,A,46,6.1NRT,301.1,7.77,D
-8.45366,23.71909,336.44,1.28,1.12,5/10/2023,1229,A,88,6.1NRT,301.23,44.5,D
-8.45541,23.70767,333.47,1.28,1.12,5/10/2023,1229,A,87,6.1NRT,299.34,38.35,D
-8.95836,20.31729,331.4,1,1,5/10/2023,1229,A,83,6.1NRT,306.14,22.09,D
-8.95965,20.30831,322.67,1,1,5/10/2023,1229,A,70,6.1NRT,308.84,11.8,D
-8.96223,20.29031,328.91,1,1,5/10/2023,1229,A,81,6.1NRT,303.77,19.47,D
-9.24952,18.24771,335.52,1.17,1.08,5/10/2023,1229,A,87,6.1NRT,304.99,35.33,D
-9.25098,18.23716,328.39,1.17,1.08,5/10/2023,1229,A,81,6.1NRT,305.2,23.78,D
-9.50333,16.37355,319.05,1.55,1.23,5/10/2023,1229,A,63,6.1NRT,307.83,14.25,D
-8.4419,23.7289,326.52,1.29,1.13,5/10/2023,1229,A,79,6.1NRT,300.28,24.84,D
-8.44367,23.71741,359.03,1.28,1.12,5/10/2023,1229,A,99,6.1NRT,300.34,110.87,D
-8.44543,23.70599,320.46,1.28,1.12,5/10/2023,1229,A,76,6.1NRT,297.27,17.16,D
-8.401,23.92641,327.31,1.32,1.14,5/10/2023,1229,A,82,6.1NRT,298.42,30.29,D
-8.42008,23.73723,316.96,1.29,1.13,5/10/2023,1229,A,71,6.1NRT,299.8,12.7,D
-9.2614,17.94393,315.76,1.21,1.1,5/10/2023,1229,A,64,6.1NRT,302.93,10.05,D
-9.33299,17.41135,337.12,1.31,1.13,5/10/2023,1229,A,88,6.1NRT,305.01,44.81,D
-9.59971,15.36549,317.59,1.85,1.33,5/10/2023,1229,A,68,6.1NRT,303.05,21.36,D
-8.72365,21.67709,314.72,1.03,1.02,5/10/2023,1229,A,62,6.1NRT,302.78,6.69,D
-9.06912,19.27511,328.63,1.05,1.03,5/10/2023,1229,A,81,6.1NRT,308.19,20.51,D
-8.68118,21.90228,322.44,1.05,1.02,5/10/2023,1229,A,76,6.1NRT,301.08,14.78,D
-8.68255,21.89287,333.14,1.05,1.02,5/10/2023,1229,A,85,6.1NRT,302.84,28.62,D
-9.32101,17.42712,315.52,1.3,1.13,5/10/2023,1229,A,65,6.1NRT,303.68,9.25,D
-8.91072,20.25783,320,1,1,5/10/2023,1229,A,71,6.1NRT,301.79,11.79,D
-9.29,17.5762,313.75,1.28,1.12,5/10/2023,1229,A,60,6.1NRT,303.74,7.57,D
-9.39339,16.82817,313.55,1.43,1.18,5/10/2023,1229,A,46,6.1NRT,302.63,10.56,D
-8.61392,22.23199,314.3,1.08,1.04,5/10/2023,1229,A,62,6.1NRT,300.51,7.25,D
-8.61534,22.22233,329.63,1.08,1.04,5/10/2023,1229,A,83,6.1NRT,302.34,24.51,D
-9.38638,16.80081,313.95,1.44,1.19,5/10/2023,1229,A,60,6.1NRT,299.95,11.61,D
-9.44284,16.38621,321.22,1.54,1.22,5/10/2023,1229,A,74,6.1NRT,303.15,23.25,D
-9.20405,18.05058,314.59,1.2,1.09,5/10/2023,1229,A,59,6.1NRT,303.73,6.74,D
-9.20852,18.01828,318.1,1.2,1.09,5/10/2023,1229,A,69,6.1NRT,304.72,10.35,D
-9.21003,18.00745,315.99,1.2,1.09,5/10/2023,1229,A,65,6.1NRT,303.01,7.92,D
-9.24808,17.73231,317.95,1.25,1.11,5/10/2023,1229,A,69,6.1NRT,303.82,12.41,D
-9.24964,17.72105,336.57,1.25,1.11,5/10/2023,1229,A,88,6.1NRT,304.48,43.15,D
-9.29714,17.37575,315.92,1.31,1.14,5/10/2023,1229,A,66,6.1NRT,303.54,9.99,D
-9.18694,18.10279,312.05,1.19,1.08,5/10/2023,1229,A,49,6.1NRT,301.81,5.63,D
-9.18842,18.09206,313.34,1.19,1.08,5/10/2023,1229,A,57,6.1NRT,303.14,6.47,D
-9.44545,16.20045,314.31,1.59,1.24,5/10/2023,1229,A,61,6.1NRT,302.16,12.55,D
-8.62727,21.95174,322.88,1.05,1.02,5/10/2023,1229,A,76,6.1NRT,296.52,15.96,D
-9.18314,18.05874,325.88,1.19,1.09,5/10/2023,1229,A,79,6.1NRT,304.97,18.84,D
-9.18461,18.04799,327.69,1.2,1.09,5/10/2023,1229,A,81,6.1NRT,304.59,21.59,D
-8.60689,22.02604,335.16,1.06,1.03,5/10/2023,1229,A,87,6.1NRT,302.52,31.56,D
-8.98956,19.38178,312.74,1.04,1.02,5/10/2023,1229,A,52,6.1NRT,300.8,5.29,D
-9.18082,18.00343,314.9,1.2,1.09,5/10/2023,1229,A,54,6.1NRT,304,6.29,D
-9.40837,16.31062,319.85,1.56,1.23,5/10/2023,1229,A,72,6.1NRT,303.08,20.3,D
-9.16523,18.04505,316,1.2,1.09,5/10/2023,1229,A,27,6.1NRT,304.44,5.94,D
-9.17847,17.94786,323.19,1.21,1.09,5/10/2023,1229,A,76,6.1NRT,303.53,18.86,D
-9.22841,17.57918,317.93,1.27,1.12,5/10/2023,1229,A,69,6.1NRT,303.05,11.54,D
-9.23616,17.52174,317.42,1.28,1.12,5/10/2023,1229,A,68,6.1NRT,303.29,12.22,D
-9.39005,16.36505,315.26,1.54,1.22,5/10/2023,1229,A,63,6.1NRT,302.42,13.54,D
-9.42538,16.09518,325.81,1.62,1.25,5/10/2023,1229,A,79,6.1NRT,302.07,35.34,D
-8.35675,23.54645,322.69,1.26,1.11,5/10/2023,1229,A,68,6.1NRT,299.65,18.14,D
-8.3943,23.30334,319.18,1.22,1.1,5/10/2023,1229,A,73,6.1NRT,295.02,14.33,D
-8.39596,23.29256,326.76,1.21,1.1,5/10/2023,1229,A,81,6.1NRT,298.84,24.98,D
-9.37011,16.43254,315.5,1.53,1.22,5/10/2023,1229,A,64,6.1NRT,302.04,14.58,D
-9.44688,15.84094,313.06,1.69,1.28,5/10/2023,1229,A,56,6.1NRT,301.44,12.06,D
-8.18678,24.56174,334.76,1.47,1.2,5/10/2023,1229,A,88,6.1NRT,292.5,50.59,D
-8.34159,23.57859,325.02,1.26,1.12,5/10/2023,1229,A,80,6.1NRT,296.03,21.77,D
-8.34683,23.5449,328.84,1.26,1.11,5/10/2023,1229,A,78,6.1NRT,300.5,27.01,D
-8.64479,21.58313,314.72,1.03,1.01,5/10/2023,1229,A,62,6.1NRT,301.54,6.6,D
-9.20994,17.56491,316.49,1.28,1.12,5/10/2023,1229,A,37,6.1NRT,302.79,9.41,D
-8.19253,24.57035,320,1.47,1.2,5/10/2023,1229,A,65,6.1NRT,298.25,19.6,D
-8.19452,24.55724,326.88,1.47,1.2,5/10/2023,1229,A,82,6.1NRT,294.4,32.48,D
-8.3409,23.58438,327.14,1.26,1.12,5/10/2023,1229,A,81,6.1NRT,297.82,26.2,D
-8.34258,23.57313,317.23,1.26,1.12,5/10/2023,1229,A,45,6.1NRT,296.58,10.9,D
-8.34763,23.53934,321.73,1.26,1.11,5/10/2023,1229,A,60,6.1NRT,300.34,16.32,D
-9.21118,17.55951,316.08,1.28,1.12,5/10/2023,1229,A,65,6.1NRT,303.19,9.6,D
-9.36828,16.42699,318.4,1.53,1.22,5/10/2023,1229,A,70,6.1NRT,301.79,18.71,D
-8.36271,23.37108,324.61,1.23,1.1,5/10/2023,1229,A,79,6.1NRT,300.81,22.07,D
-8.56261,22.02328,314.55,1.06,1.03,5/10/2023,1229,A,62,6.1NRT,300.58,7.28,D
-9.17437,17.75056,317.65,1.24,1.11,5/10/2023,1229,A,69,6.1NRT,303.25,12.25,D
-9.17594,17.73929,314.35,1.24,1.11,5/10/2023,1229,A,62,6.1NRT,303.61,8.55,D
-8.33119,23.51378,319.25,1.25,1.11,5/10/2023,1229,A,60,6.1NRT,301.7,13.96,D
-8.90011,19.62867,313.37,1.03,1.01,5/10/2023,1229,A,52,6.1NRT,300.23,5.13,D
-8.37891,23.13029,317.73,1.19,1.09,5/10/2023,1229,A,40,6.1NRT,297.13,10.86,D
-8.61026,21.57222,315.53,1.03,1.01,5/10/2023,1229,A,64,6.1NRT,302.23,7.15,D
-8.73292,20.72993,347.94,1,1,5/10/2023,1229,A,94,6.1NRT,305.94,50.99,D
-8.73422,20.72096,324.61,1,1,5/10/2023,1229,A,77,6.1NRT,302.06,14.94,D
-9.25089,17.0467,311.25,1.38,1.16,5/10/2023,1229,A,43,6.1NRT,300.8,7.64,D
-9.3754,16.12768,312.47,1.6,1.25,5/10/2023,1229,A,55,6.1NRT,301.72,10.19,D
-9.43354,15.69334,313.22,1.73,1.29,5/10/2023,1229,A,58,6.1NRT,301.62,11.86,D
-8.32995,23.38847,311.45,1.23,1.1,5/10/2023,1229,A,54,6.1NRT,295.9,6.66,D
-8.72401,20.7286,346.29,1,1,5/10/2023,1229,A,93,6.1NRT,305.38,46.97,D
-8.7253,20.71963,328.31,1,1,5/10/2023,1229,A,81,6.1NRT,302.89,18.56,D
-8.5316,21.97988,316.89,1.06,1.03,5/10/2023,1229,A,67,6.1NRT,301.23,8.95,D
-8.8966,19.45813,318.12,1.04,1.02,5/10/2023,1229,A,65,6.1NRT,303.44,7.78,D
-8.89923,19.43946,326.34,1.04,1.02,5/10/2023,1229,A,79,6.1NRT,304.3,17.54,D
-8.90848,19.37396,314.39,1.04,1.02,5/10/2023,1229,A,54,6.1NRT,301.24,6.47,D
-8.9098,19.3646,319.54,1.04,1.02,5/10/2023,1229,A,71,6.1NRT,301.24,11.87,D
-8.42194,22.6502,316.95,1.12,1.06,5/10/2023,1229,A,67,6.1NRT,301.16,8.61,D
-8.42345,22.64015,314.04,1.12,1.06,5/10/2023,1229,A,62,6.1NRT,299.72,5.62,D
-8.89147,19.4288,327.09,1.04,1.02,5/10/2023,1229,A,80,6.1NRT,304.05,19.18,D
-8.32552,23.22066,313.95,1.21,1.09,5/10/2023,1229,A,57,6.1NRT,299.62,7.58,D
-8.33699,23.14567,328.84,1.19,1.09,5/10/2023,1229,A,82,6.1NRT,300.83,26.55,D
-8.3386,23.1351,318.27,1.19,1.09,5/10/2023,1229,A,69,6.1NRT,298.53,12.93,D
-8.20544,23.93156,318.44,1.33,1.14,5/10/2023,1229,A,73,6.1NRT,295.09,15.85,D
-8.2924,23.37113,313.4,1.23,1.1,5/10/2023,1229,A,62,6.1NRT,294.94,9.11,D
-8.32238,23.17628,325.49,1.2,1.09,5/10/2023,1229,A,79,6.1NRT,300.24,22.46,D
-8.32401,23.16563,323.71,1.2,1.09,5/10/2023,1229,A,78,6.1NRT,299.29,19.81,D
-8.32567,23.15487,328.89,1.2,1.09,5/10/2023,1229,A,82,6.1NRT,299.36,27.29,D
-8.46121,22.26249,319.17,1.08,1.04,5/10/2023,1229,A,71,6.1NRT,301.84,11.46,D
-9.06522,18.03622,315.04,1.19,1.09,5/10/2023,1229,A,63,6.1NRT,302.62,8.72,D
-8.37049,22.79801,318.2,1.14,1.07,5/10/2023,1229,A,68,6.1NRT,298.64,12.25,D
-8.37363,22.7775,314.1,1.14,1.06,5/10/2023,1229,A,27,6.1NRT,298.24,7.69,D
-8.37518,22.76733,314.76,1.14,1.06,5/10/2023,1229,A,64,6.1NRT,296.51,8.94,D
-8.45197,22.26103,316.8,1.08,1.04,5/10/2023,1229,A,67,6.1NRT,299.81,9.15,D
-8.29906,23.24258,310.63,1.21,1.09,5/10/2023,1229,A,22,6.1NRT,297.61,5.07,D
-8.37668,22.71949,319.98,1.13,1.06,5/10/2023,1229,A,69,6.1NRT,298.21,15.32,D
-8.37819,22.70929,327.93,1.13,1.06,5/10/2023,1229,A,81,6.1NRT,295.35,25.23,D
-9.22376,16.80516,310.04,1.43,1.18,5/10/2023,1229,A,38,6.1NRT,299.95,7.87,D
-8.19067,23.89804,315.65,1.33,1.14,5/10/2023,1229,A,58,6.1NRT,296.97,11.25,D
-8.19246,23.88616,311.3,1.33,1.14,5/10/2023,1229,A,48,6.1NRT,295.21,6.83,D
-8.68298,20.56022,313.5,1,1,5/10/2023,1229,A,55,6.1NRT,301.55,5.32,D
-9.26968,16.39252,319.03,1.53,1.22,5/10/2023,1229,A,71,6.1NRT,301.93,20.25,D
-8.46365,22.00174,318.17,1.06,1.03,5/10/2023,1229,A,69,6.1NRT,301.04,10.06,D
-8.46504,21.99226,322.27,1.06,1.03,5/10/2023,1229,A,75,6.1NRT,302.03,14.47,D
-9.25691,16.40495,317.37,1.53,1.22,5/10/2023,1229,A,66,6.1NRT,302.04,16.41,D
-9.25879,16.39107,343.35,1.53,1.22,5/10/2023,1229,A,92,6.1NRT,303.43,79.91,D
-8.22135,23.55898,312.71,1.26,1.12,5/10/2023,1229,A,42,6.1NRT,299.7,5.76,D
-8.22337,23.47879,316.64,1.25,1.11,5/10/2023,1229,A,68,6.1NRT,301.49,11.23,D
-8.22507,23.46757,316.9,1.25,1.11,5/10/2023,1229,A,69,6.1NRT,301.35,11.63,D
-8.27468,23.14013,325.58,1.2,1.09,5/10/2023,1229,A,79,6.1NRT,301.32,22.02,D
-8.27628,23.12951,328.73,1.19,1.09,5/10/2023,1229,A,82,6.1NRT,300.66,26.77,D
-8.38369,22.41381,316.25,1.1,1.05,5/10/2023,1229,A,66,6.1NRT,300.17,9.16,D
-8.38516,22.40397,316.86,1.1,1.05,5/10/2023,1229,A,67,6.1NRT,300.6,9.46,D
-8.65493,20.56522,349.4,1,1,5/10/2023,1229,A,95,6.1NRT,302.59,53.97,D
-8.65623,20.55626,327.95,1,1,5/10/2023,1229,A,80,6.1NRT,302.2,19.33,D
-8.36698,22.46178,314,1.1,1.05,5/10/2023,1229,A,61,6.1NRT,302.59,6.52,D
-8.36847,22.45188,316.06,1.1,1.05,5/10/2023,1229,A,66,6.1NRT,301.25,9.15,D
-8.3861,22.33395,317.43,1.09,1.04,5/10/2023,1229,A,68,6.1NRT,299.47,9.74,D
-8.43898,21.97862,314.45,1.06,1.03,5/10/2023,1229,A,61,6.1NRT,301.63,6.82,D
-8.64214,20.59078,312.17,1,1,5/10/2023,1229,A,47,6.1NRT,301.71,4.29,D
-8.09659,24.1689,314.77,1.39,1.17,5/10/2023,1229,A,67,6.1NRT,297.82,10.42,D
-8.09852,24.15653,312.81,1.39,1.17,5/10/2023,1229,A,63,6.1NRT,298.25,7.92,D
-8.20015,23.49808,328.34,1.25,1.11,5/10/2023,1229,A,82,6.1NRT,302.3,27.33,D
-8.22565,23.33157,314,1.23,1.1,5/10/2023,1229,A,52,6.1NRT,295.23,8.27,D
-9.0444,17.65701,314.08,1.25,1.11,5/10/2023,1229,A,61,6.1NRT,303.8,7.98,D
-9.04594,17.64569,315.23,1.25,1.11,5/10/2023,1229,A,64,6.1NRT,303.5,9.22,D
-8.28409,22.88334,321.32,1.16,1.07,5/10/2023,1229,A,74,6.1NRT,300.96,15.42,D
-8.52206,21.2904,318.04,1.02,1.01,5/10/2023,1229,A,35,6.1NRT,303.33,8.53,D
-9.09236,17.2262,316.2,1.33,1.14,5/10/2023,1229,A,66,6.1NRT,303.02,11.32,D
-8.2343,23.14481,317.68,1.2,1.09,5/10/2023,1229,A,69,6.1NRT,298.03,10.98,D
-8.51309,21.28904,334.67,1.02,1.01,5/10/2023,1229,A,86,6.1NRT,303.38,28.11,D
-8.51442,21.27996,317.11,1.01,1.01,5/10/2023,1229,A,29,6.1NRT,299.43,7.99,D
-8.91413,18.46595,319.64,1.13,1.06,5/10/2023,1229,A,38,6.1NRT,306.79,8.47,D
-8.91553,18.45571,327.98,1.13,1.06,5/10/2023,1229,A,81,6.1NRT,307.05,19.6,D
-8.91693,18.44555,364.23,1.13,1.06,5/10/2023,1229,A,100,6.1NRT,310.31,106.36,D
-8.91832,18.43539,329.63,1.13,1.06,5/10/2023,1229,A,82,6.1NRT,304.16,23.31,D
-8.10736,23.89751,334.44,1.33,1.14,5/10/2023,1229,A,87,6.1NRT,299.8,41.28,D
-8.18773,23.38203,315.14,1.24,1.1,5/10/2023,1229,A,65,6.1NRT,300.36,9.07,D
-8.574,20.80962,319.74,1,1,5/10/2023,1229,A,63,6.1NRT,303.15,8.85,D
-8.57531,20.80064,328.52,1,1,5/10/2023,1229,A,81,6.1NRT,305.73,18.59,D
-8.61165,20.54964,316.46,1,1,5/10/2023,1229,A,64,6.1NRT,301.58,7.75,D
-8.90746,18.44425,322.73,1.13,1.06,5/10/2023,1229,A,57,6.1NRT,304.93,12.49,D
-8.90885,18.43409,327.71,1.13,1.06,5/10/2023,1229,A,81,6.1NRT,305.43,21.11,D
-8.10879,23.90445,324.52,1.33,1.14,5/10/2023,1229,A,79,6.1NRT,297.87,24.07,D
-8.11059,23.89243,321.44,1.33,1.14,5/10/2023,1229,A,74,6.1NRT,300.04,18.83,D
-8.18773,23.37644,314.42,1.24,1.1,5/10/2023,1229,A,60,6.1NRT,299.69,8.27,D
-8.48579,21.28856,325.41,1.02,1.01,5/10/2023,1229,A,77,6.1NRT,304.33,15.45,D
-8.56043,20.77451,325.08,1,1,5/10/2023,1229,A,77,6.1NRT,304.06,14.17,D
-8.56173,20.76554,325.88,1,1,5/10/2023,1229,A,78,6.1NRT,303.41,15.11,D
-8.47681,21.28722,332.95,1.02,1.01,5/10/2023,1229,A,85,6.1NRT,304.66,25.15,D
-8.47814,21.27813,317.64,1.02,1.01,5/10/2023,1229,A,21,6.1NRT,303.3,7.83,D
-8.55151,20.77319,316.79,1,1,5/10/2023,1229,A,64,6.1NRT,304.48,6.51,D
-8.55281,20.76421,322.7,1,1,5/10/2023,1229,A,74,6.1NRT,304.84,12.21,D
-8.46784,21.28587,319.01,1.02,1.01,5/10/2023,1229,A,61,6.1NRT,303.2,9.51,D
-8.56075,20.6463,340.85,1,1,5/10/2023,1229,A,90,6.1NRT,304.8,35.83,D
-8.56205,20.63735,341.72,1,1,5/10/2023,1229,A,91,6.1NRT,305.59,37.94,D
-8.90259,18.23873,319.54,1.16,1.07,5/10/2023,1229,A,71,6.1NRT,304.39,12.68,D
-8.90405,18.22827,321.74,1.16,1.07,5/10/2023,1229,A,74,6.1NRT,303.3,15.7,D
-8.31251,22.27716,312.8,1.09,1.04,5/10/2023,1229,A,56,6.1NRT,300.65,6.35,D
-8.15356,23.27011,325.91,1.22,1.1,5/10/2023,1229,A,69,6.1NRT,302.91,21.1,D
-8.87199,18.31892,323.63,1.15,1.07,5/10/2023,1229,A,59,6.1NRT,303.59,14.92,D
-9.13925,16.27074,311.55,1.55,1.23,5/10/2023,1229,A,52,6.1NRT,300.72,9.62,D
-8.04303,23.85734,315.06,1.33,1.14,5/10/2023,1229,A,54,6.1NRT,297.77,10.11,D
-8.50431,20.78448,326.4,1,1,5/10/2023,1229,A,79,6.1NRT,305.84,15.67,D
-8.50561,20.77551,319.21,1,1,5/10/2023,1229,A,69,6.1NRT,303.85,7.85,D
-8.51861,20.68581,339.19,1,1,5/10/2023,1229,A,89,6.1NRT,310.01,29.61,D
-8.52769,20.62309,341.84,1,1,5/10/2023,1229,A,91,6.1NRT,306.9,36.48,D
-8.84307,18.38802,318.27,1.14,1.06,5/10/2023,1229,A,68,6.1NRT,303.32,10.27,D
-8.12423,23.2656,321.66,1.22,1.1,5/10/2023,1229,A,75,6.1NRT,300.23,17.3,D
-8.37699,21.59082,336.31,1.03,1.01,5/10/2023,1229,A,87,6.1NRT,302.67,30.27,D
-8.37836,21.58157,338.21,1.03,1.01,5/10/2023,1229,A,89,6.1NRT,304.15,33.16,D
-8.51877,20.62177,325.52,1,1,5/10/2023,1229,A,71,6.1NRT,306.33,13.38,D
-8.83921,18.34564,328.57,1.14,1.07,5/10/2023,1229,A,81,6.1NRT,303.94,24.83,D
-8.1228,23.21001,342.25,1.21,1.09,5/10/2023,1229,A,91,6.1NRT,297.94,50.35,D
-8.36795,21.58945,322.01,1.03,1.01,5/10/2023,1229,A,74,6.1NRT,300.92,12.77,D
-8.36932,21.58021,323.37,1.03,1.01,5/10/2023,1229,A,76,6.1NRT,301.85,13.98,D
-8.50727,20.63836,345.5,1,1,5/10/2023,1229,A,93,6.1NRT,314.07,39.64,D
-8.50856,20.6294,354.76,1,1,5/10/2023,1229,A,97,6.1NRT,309.25,59.7,D
-8.09966,23.34476,316.97,1.23,1.1,5/10/2023,1229,A,67,6.1NRT,300.41,10.74,D
-8.11917,23.21369,333.14,1.21,1.09,5/10/2023,1229,A,73,6.1NRT,299.14,31.89,D
-8.24839,22.34022,312.51,1.1,1.04,5/10/2023,1229,A,54,6.1NRT,299.99,5.71,D
-8.4757,20.78271,317.54,1,1,5/10/2023,1229,A,38,6.1NRT,304.08,5.69,D
-8.477,20.77373,318.7,1,1,5/10/2023,1229,A,59,6.1NRT,304.93,6.71,D
-8.11908,23.1475,337.63,1.2,1.09,5/10/2023,1229,A,83,6.1NRT,300.79,43.4,D
-8.46548,20.79034,335.03,1,1,5/10/2023,1229,A,86,6.1NRT,305.46,25.63,D
-8.46678,20.78138,326.17,1,1,5/10/2023,1229,A,78,6.1NRT,305.08,13.94,D
-7.78245,25.29293,328.64,1.69,1.28,5/10/2023,1229,A,0,6.1NRT,273.19,59.38,D
-8.12696,23.02845,320.95,1.18,1.08,5/10/2023,1229,A,73,6.1NRT,299.7,16.18,D
-8.42394,21.01382,340.57,1.01,1,5/10/2023,1229,A,90,6.1NRT,302.71,38.17,D
-8.42525,21.0048,323.3,1.01,1,5/10/2023,1229,A,75,6.1NRT,300.85,14.62,D
-8.45396,20.80695,319.21,1,1,5/10/2023,1229,A,68,6.1NRT,302.33,7.94,D
-8.48379,20.60076,337.88,1,1,5/10/2023,1229,A,88,6.1NRT,308.97,28.32,D
-8.90552,17.62533,315.32,1.25,1.11,5/10/2023,1229,A,63,6.1NRT,304.58,8.04,D
-8.95018,17.30306,319.98,1.31,1.14,5/10/2023,1229,A,72,6.1NRT,303.41,15.22,D
-8.33111,21.58669,315.31,1.03,1.02,5/10/2023,1229,A,60,6.1NRT,301.6,6.29,D
-8.47359,20.60839,336.61,1,1,5/10/2023,1229,A,87,6.1NRT,310.31,26.06,D
-8.47488,20.59943,341.42,1,1,5/10/2023,1229,A,90,6.1NRT,306.08,33.42,D
